LAT,LONG,feature,slope
53.556,-0.661,indicator_sex_female,-0.4499714721124226
51.841,-0.009,indicator_sex_female,-0.35525930462584737
53.196,-0.108,indicator_sex_female,-0.46685788569777836
51.547,-0.236,indicator_sex_female,0.02403825061808704
52.019,-0.238,indicator_sex_female,-0.7912554027855683
53.758,-1.877,indicator_sex_female,-0.3151296381604235
51.471,0.135,indicator_sex_female,-0.5055922576903685
53.624,-2.159,indicator_sex_female,0.02626373837355832
51.376,-0.5,indicator_sex_female,-0.6344799429456047
50.96,-2.517,indicator_sex_female,-0.5810510321488702
51.284,-1.407,indicator_sex_female,-0.3310069468645364
52.316,1.157,indicator_sex_female,-0.22566029792935186
52.484,-0.694,indicator_sex_female,-0.17525944652367742
51.284,-0.964,indicator_sex_female,-0.46605877130828743
51.209,-2.646,indicator_sex_female,-0.21583153031706787
51.144,-0.315,indicator_sex_female,-0.29695115402521033
53.474,-2.296,indicator_sex_female,0.030393122192771817
52.478,-1.918,indicator_sex_female,0.26750118891468555
53.809,-0.33,indicator_sex_female,-0.00914538368647549
51.489,-2.761,indicator_sex_female,-0.36579561804766525
51.611,-0.158,indicator_sex_female,-0.11476041602830526
52.62,-1.079,indicator_sex_female,-0.14675835626896208
51.549,-0.159,indicator_sex_female,-0.25512825300727954
53.712,-1.62,indicator_sex_female,-0.16885173745776919
54.272,-0.937,indicator_sex_female,-0.3636302252273258
54.853,-1.588,indicator_sex_female,-0.20850273921984921
53.457,-2.073,indicator_sex_female,-0.5502840798044382
53.51,-2.45,indicator_sex_female,-0.11144918364692041
52.995,-1.108,indicator_sex_female,-0.5274499279539389
50.849,-0.126,indicator_sex_female,-0.4315424558880582
51.581,0.062,indicator_sex_female,-0.11217181581456197
51.438,0.046,indicator_sex_female,-0.3304037489308363
51.458,-0.205,indicator_sex_female,-0.6038709409472701
51.546,-0.039,indicator_sex_female,-0.0288744657530906
51.266,-0.137,indicator_sex_female,-0.8111363526973087
54.659,-2.77,indicator_sex_female,-0.4444120892400059
51.42,-0.017,indicator_sex_female,-0.03610604531569839
51.611,0.111,indicator_sex_female,-0.42403162870322464
54.975,-1.399,indicator_sex_female,-0.3193693991179549
50.847,-1.776,indicator_sex_female,-0.3193010399169995
51.239,0.558,indicator_sex_female,-0.440041785862764
51.422,-0.152,indicator_sex_female,-0.3199036017205357
53.325,-2.251,indicator_sex_female,-0.7022553026683019
52.19,-2.234,indicator_sex_female,-0.3473805006608386
52.08,0.573,indicator_sex_female,-0.37912662172001493
52.452,-2.086,indicator_sex_female,-0.40401883474354094
54.982,-1.736,indicator_sex_female,-0.6704949047203257
53.546,-2.084,indicator_sex_female,0.04491211969222364
51.8,1.183,indicator_sex_female,-0.2244389292757561
51.843,0.832,indicator_sex_female,-0.18840885031480006
51.647,-0.266,indicator_sex_female,-0.5233122092461067
52.224,0.144,indicator_sex_female,-0.6217982204175532
51.006,-0.693,indicator_sex_female,-0.2560203197352114
53.572,-1.472,indicator_sex_female,-0.3701855992860074
51.535,0.025,indicator_sex_female,-0.017820898784568037
51.768,0.121,indicator_sex_female,-0.444319481754067
51.377,-2.395,indicator_sex_female,0.05253334584941012
55.045,-1.46,indicator_sex_female,-0.4732903535875965
51.439,-0.195,indicator_sex_female,-0.657649117502807
52.688,-2.758,indicator_sex_female,-0.43799372954349985
53.926,-0.895,indicator_sex_female,-0.3335138689054538
54.569,-1.139,indicator_sex_female,0.10324114572617737
52.823,-0.16,indicator_sex_female,-0.0684188697338334
52.604,-0.258,indicator_sex_female,-0.5747871636474644
51.641,-0.381,indicator_sex_female,-0.4146107062063144
51.335,-0.107,indicator_sex_female,-0.4400087761593035
51.814,-3.022,indicator_sex_female,-0.6340600264808706
52.407,-0.721,indicator_sex_female,-0.44899653621764046
52.657,0.172,indicator_sex_female,-0.4147588289979723
52.516,-2.005,indicator_sex_female,0.056848805207313904
51.543,-2.421,indicator_sex_female,-0.49669360246839667
51.56,-1.76,indicator_sex_female,-0.36689657440798307
53.717,-1.89,indicator_sex_female,-0.016787103158685052
51.591,-0.281,indicator_sex_female,-0.08695976222426813
53.763,-0.282,indicator_sex_female,-0.14856000430765834
51.434,-0.152,indicator_sex_female,-0.6479104944512285
51.317,-0.587,indicator_sex_female,-0.9618646705467128
51.47,-2.588,indicator_sex_female,0.19633788102758803
54.567,-2.818,indicator_sex_female,-0.12474896935414552
53.384,-1.487,indicator_sex_female,0.0035207866472877374
53.594,-2.268,indicator_sex_female,-0.10908010009435025
54.563,-1.25,indicator_sex_female,-0.325964164687787
53.531,-2.534,indicator_sex_female,-0.6374904997636328
51.429,0.087,indicator_sex_female,-0.6527092334536583
51.609,-0.431,indicator_sex_female,-0.2792195587044401
51.645,-0.284,indicator_sex_female,-0.2697376412695643
51.866,0.901,indicator_sex_female,-0.47068066946216597
51.587,-0.222,indicator_sex_female,-0.11036434492357704
53.92,-1.331,indicator_sex_female,-0.5819901181806366
51.373,-0.23,indicator_sex_female,-0.41448338280867253
51.592,-0.028,indicator_sex_female,0.007959331328540797
53.788,-1.783,indicator_sex_female,0.04530958686345127
51.543,0.074,indicator_sex_female,-0.04483685481028743
51.487,-2.52,indicator_sex_female,-0.31466870544834125
51.505,-0.136,indicator_sex_female,0.08329117729641056
50.772,0.268,indicator_sex_female,-0.41294263046134655
51.462,0.087,indicator_sex_female,-0.834097998178184
52.369,-2.052,indicator_sex_female,-0.8576805515953115
51.477,-0.064,indicator_sex_female,-0.19650901793579126
51.517,-1.094,indicator_sex_female,-0.3037286762601208
51.169,0.261,indicator_sex_female,-0.18247912337773078
54.931,-1.561,indicator_sex_female,0.31292849076628787
53.488,-2.098,indicator_sex_female,0.003060425976778703
52.482,-1.923,indicator_sex_female,0.02030873659132478
51.581,0.143,indicator_sex_female,-0.16590358460467902
52.252,-0.861,indicator_sex_female,-0.39834979385204505
51.391,-0.964,indicator_sex_female,-1.1852090694188724
51.725,-2.309,indicator_sex_female,-0.28913135893675723
53.844,-1.533,indicator_sex_female,-0.3771669380459014
51.604,-0.305,indicator_sex_female,-0.1717823666218279
51.451,-0.096,indicator_sex_female,-0.3901572815629158
51.774,-0.135,indicator_sex_female,-0.43185143799694886
51.298,-0.918,indicator_sex_female,-0.6876744719663871
54.982,-1.591,indicator_sex_female,0.2587842025330159
55.006,-1.674,indicator_sex_female,-0.5485658105408433
51.604,-1.815,indicator_sex_female,-0.4091934825023405
53.968,-1.017,indicator_sex_female,-0.5312105186114755
52.285,0.049,indicator_sex_female,-1.0808529860233
52.628,-1.168,indicator_sex_female,-0.36012216384693063
52.643,-1.931,indicator_sex_female,0.04142185005092781
51.881,0.995,indicator_sex_female,-0.4827747374404157
51.344,1.389,indicator_sex_female,-0.021733358745862758
51.77,-0.315,indicator_sex_female,-0.5099916060732278
51.783,0.112,indicator_sex_female,-0.7238566085202256
53.661,-1.447,indicator_sex_female,-0.5024842590954302
52.43,-2.004,indicator_sex_female,0.009435717691021523
51.169,-0.142,indicator_sex_female,-1.0251166383308368
54.99,-1.69,indicator_sex_female,0.04110116651090313
52.751,0.401,indicator_sex_female,-0.4155039006271758
52.484,-2.041,indicator_sex_female,-0.20338293386303033
51.243,-2.448,indicator_sex_female,-0.0920343480327832
51.52,-0.262,indicator_sex_female,-0.24463332863252346
52.601,-0.117,indicator_sex_female,-0.6052709897070381
51.866,0.163,indicator_sex_female,-1.0393398371574878
53.655,-1.828,indicator_sex_female,-0.4977477687285514
54.979,-1.503,indicator_sex_female,-0.37059601199114683
51.555,0.624,indicator_sex_female,-0.15815425091075405
51.207,0.243,indicator_sex_female,-0.4537968426174165
51.785,-1.291,indicator_sex_female,-0.4469224318140113
54.503,-1.351,indicator_sex_female,-0.5156480339864329
51.522,-0.345,indicator_sex_female,-0.3118915281525468
51.44,0.753,indicator_sex_female,-0.03778863528810043
53.898,-1.637,indicator_sex_female,-0.34558651673691937
51.664,-0.888,indicator_sex_female,-0.574656483777063
51.525,-0.061,indicator_sex_female,-0.1994460191911667
52.418,-1.932,indicator_sex_female,-0.6069899175600293
52.197,-0.55,indicator_sex_female,-0.15613882856310132
52.233,0.132,indicator_sex_female,-0.45315023965340456
51.494,-0.214,indicator_sex_female,-0.20278195114746006
51.492,-2.761,indicator_sex_female,-0.3982297321846283
53.61,-2.297,indicator_sex_female,-0.4188088113909125
53.825,-1.608,indicator_sex_female,-0.33175517425750484
51.552,-0.043,indicator_sex_female,-0.44456359642241705
53.658,-1.468,indicator_sex_female,-0.6550346474645913
52.45,-1.786,indicator_sex_female,-0.36865017703712644
52.448,-1.831,indicator_sex_female,-0.011280308249980895
53.542,-2.178,indicator_sex_female,-0.5149148317234425
53.706,-2.379,indicator_sex_female,-0.3427375798573272
53.86,-2.155,indicator_sex_female,-0.22112974759790469
52.464,-2.093,indicator_sex_female,-0.44355798177460054
54.914,-1.542,indicator_sex_female,-0.577788283918127
51.901,0.194,indicator_sex_female,-0.578015344979205
53.434,-2.05,indicator_sex_female,-0.019246258851783896
51.178,-2.398,indicator_sex_female,-0.3647767743222931
51.255,-0.586,indicator_sex_female,-0.2872885020470305
53.118,-1.268,indicator_sex_female,-0.43351472248172307
51.876,-1.783,indicator_sex_female,-0.11369969660634663
51.919,-0.178,indicator_sex_female,-0.5569528130742313
52.273,-0.873,indicator_sex_female,-0.32899779953008296
51.311,-0.561,indicator_sex_female,-0.9877830450376268
51.587,0.031,indicator_sex_female,-0.4828344525125005
51.445,-0.071,indicator_sex_female,-0.24369070676392143
53.798,-1.455,indicator_sex_female,-0.36940199920245803
51.754,-0.349,indicator_sex_female,-0.7498844135108196
51.471,0.124,indicator_sex_female,-0.5484030207764627
51.53,-0.038,indicator_sex_female,-0.34366556444975405
51.598,-0.301,indicator_sex_female,-0.17577220771558996
51.528,0.009,indicator_sex_female,-0.03762027407827981
51.633,-0.157,indicator_sex_female,-0.4254499999296224
51.194,0.261,indicator_sex_female,-0.9513011432604698
51.01,-0.106,indicator_sex_female,-0.6954880531912787
53.483,-2.21,indicator_sex_female,0.05508841010227588
52.574,-2.089,indicator_sex_female,-0.18327351592718583
52.182,0.138,indicator_sex_female,-0.02234109075265815
51.224,-2.309,indicator_sex_female,-0.1607297315153089
54.13,-1.509,indicator_sex_female,-0.22618204150704427
51.515,-0.038,indicator_sex_female,-0.005643976161515375
54.67,-2.752,indicator_sex_female,-0.5395238528364275
52.536,-2.08,indicator_sex_female,0.11262409370970727
51.553,-0.282,indicator_sex_female,-0.05954112980878914
54.71,-1.678,indicator_sex_female,-0.5536605547113799
51.448,-0.184,indicator_sex_female,-1.0200172514134793
53.564,-2.303,indicator_sex_female,-0.6229213528295425
51.609,-3.007,indicator_sex_female,-0.43750504736462714
54.691,-1.414,indicator_sex_female,-0.14175832346347517
51.598,-0.228,indicator_sex_female,-0.20144803298031813
51.547,-0.135,indicator_sex_female,-0.3757878298497127
52.397,0.072,indicator_sex_female,-0.7853715816766516
51.455,-1.025,indicator_sex_female,-0.7103451480590838
52.105,-2.118,indicator_sex_female,-0.3970335769850926
54.556,-1.232,indicator_sex_female,0.10793353802011056
53.315,-1.981,indicator_sex_female,-0.3816021237153425
51.68,-3.001,indicator_sex_female,-0.2394635653718043
53.441,-1.484,indicator_sex_female,-0.15259364709048098
52.14,0.098,indicator_sex_female,-0.7949745778570939
51.511,-0.127,indicator_sex_female,-0.12172535165938161
52.126,-2.265,indicator_sex_female,-0.09047495583610272
51.583,-3.049,indicator_sex_female,-0.7134029064141575
51.755,0.079,indicator_sex_female,-0.669279989488512
53.378,-1.501,indicator_sex_female,0.525739146393411
51.865,0.152,indicator_sex_female,-0.5245162511591114
52.218,0.833,indicator_sex_female,-0.6140112681231761
51.527,-0.188,indicator_sex_female,-0.06841333173886996
53.945,-1.073,indicator_sex_female,-0.08113246240831762
53.77,-1.551,indicator_sex_female,-0.011170627172350539
51.117,0.271,indicator_sex_female,-0.6933255895027299
50.827,-0.122,indicator_sex_female,-0.1324329641793896
52.003,-2.15,indicator_sex_female,-0.2903781452927895
54.531,-1.582,indicator_sex_female,-0.2626991772805497
52.218,0.114,indicator_sex_female,-0.08439504546787094
52.689,-0.459,indicator_sex_female,-0.34021655302875403
50.903,-1.548,indicator_sex_female,-0.517488172515583
53.453,-2.151,indicator_sex_female,-0.5265356737996826
51.985,-1.764,indicator_sex_female,-0.022253887875119536
51.229,-0.316,indicator_sex_female,-0.6376180744564546
52.502,-2.177,indicator_sex_female,-0.18838019432124026
54.574,-1.362,indicator_sex_female,-0.4608771471672059
52.526,-1.831,indicator_sex_female,-0.3008419237147518
54.921,-1.524,indicator_sex_female,-0.2169481511232963
52.98,-1.22,indicator_sex_female,-0.13628773240098258
51.255,1.254,indicator_sex_female,-0.3566352739596893
52.443,-1.884,indicator_sex_female,-0.1840619764911353
51.945,-1.104,indicator_sex_female,-0.6051787689484197
50.805,-0.052,indicator_sex_female,-0.3211521497391663
53.615,-2.182,indicator_sex_female,0.007459539267388047
53.553,-1.49,indicator_sex_female,-0.15099267071553205
53.744,-1.577,indicator_sex_female,-0.6010530896071603
51.413,-0.859,indicator_sex_female,-0.8912413593056925
51.671,-0.311,indicator_sex_female,-0.388166799053905
51.536,-0.087,indicator_sex_female,-0.4012256763972932
51.965,-0.248,indicator_sex_female,-0.5808529408172326
54.586,-1.151,indicator_sex_female,0.08109126690165597
53.761,-0.306,indicator_sex_female,-0.24641981205998903
51.905,-2.383,indicator_sex_female,-0.3334760777536916
51.573,-0.19,indicator_sex_female,-0.44310777424623227
50.836,-0.334,indicator_sex_female,-0.5950814398277
51.467,-2.562,indicator_sex_female,-0.3063139757826983
52.63,-1.94,indicator_sex_female,-0.458196265672758
51.781,0.1,indicator_sex_female,-0.8046420337852441
53.759,-1.841,indicator_sex_female,-0.5944304006958253
51.564,-0.049,indicator_sex_female,-0.4472080172285663
51.665,-1.397,indicator_sex_female,-0.5961299678214468
51.565,0.408,indicator_sex_female,-0.4751011875933612
51.147,-1.935,indicator_sex_female,-0.3521550201022687
53.271,-2.126,indicator_sex_female,-0.30566967879906626
52.473,-2.159,indicator_sex_female,-0.6080631914438367
51.542,-0.086,indicator_sex_female,-0.6266239620266096
53.807,-0.327,indicator_sex_female,0.0418783775423758
53.662,-0.615,indicator_sex_female,-0.38653558403314175
50.867,-0.228,indicator_sex_female,-0.5175973599720997
51.856,0.143,indicator_sex_female,-0.44585934411282757
53.723,-1.898,indicator_sex_female,-0.351277072342436
52.444,-1.873,indicator_sex_female,-0.07545943796628096
54.302,-2.724,indicator_sex_female,-0.2166891258444583
51.054,-0.209,indicator_sex_female,-0.9303614488182479
51.557,-0.129,indicator_sex_female,-0.49632256081642895
52.483,-1.913,indicator_sex_female,0.17124476821378853
53.872,-1.906,indicator_sex_female,0.053773059926524154
51.586,-0.364,indicator_sex_female,-0.27298634989416953
53.194,-0.571,indicator_sex_female,-0.27350878118902383
51.766,-1.193,indicator_sex_female,-0.1659522646410335
53.525,-2.462,indicator_sex_female,-0.1440341502783413
51.524,-0.042,indicator_sex_female,-0.038506455732253725
52.476,-1.988,indicator_sex_female,-0.35319272375823396
51.661,-0.061,indicator_sex_female,-0.3489204926945896
52.6,-0.242,indicator_sex_female,-0.23327094584093924
51.448,0.171,indicator_sex_female,-0.7258349905919181
52.695,-0.29,indicator_sex_female,-0.5510890418423577
53.773,-1.717,indicator_sex_female,0.20698213927987288
51.356,-0.285,indicator_sex_female,-0.7211737672383491
51.885,-0.415,indicator_sex_female,-0.23259118247548202
51.8,-1.354,indicator_sex_female,-0.3959435267613249
51.746,-2.232,indicator_sex_female,-0.5529337639604551
52.003,-1.588,indicator_sex_female,-0.19693946240419374
52.595,-1.833,indicator_sex_female,-0.38891709876917124
50.917,-1.399,indicator_sex_female,-0.07912295161675047
53.009,-1.12,indicator_sex_female,-0.6276990140500667
53.347,-2.143,indicator_sex_female,-0.5951512561975377
53.856,-1.718,indicator_sex_female,-0.4005113828918575
51.564,-0.207,indicator_sex_female,-0.11652111688305578
52.61,-2.035,indicator_sex_female,-0.4351789147151151
52.911,-2.9,indicator_sex_female,-0.3431776960169538
51.456,-0.198,indicator_sex_female,-0.3059952984461714
51.56,-2.235,indicator_sex_female,-0.30544242628446294
53.393,-2.241,indicator_sex_female,-0.7679142305767961
53.535,-2.362,indicator_sex_female,-0.4328152896661938
52.444,-2.0,indicator_sex_female,-0.015332816218875119
51.43,-0.094,indicator_sex_female,-0.20074485904136402
53.456,-1.486,indicator_sex_female,0.24222525527349292
51.654,-3.05,indicator_sex_female,-0.3594943156047617
53.461,-2.377,indicator_sex_female,-0.6852473644651425
51.448,-0.116,indicator_sex_female,-0.34633926021453787
52.653,0.543,indicator_sex_female,-0.0696881004105477
50.843,-0.23,indicator_sex_female,-0.6442456403772353
51.023,-0.061,indicator_sex_female,-0.5598956940381926
51.354,-0.171,indicator_sex_female,-0.4749488795771169
52.436,-1.841,indicator_sex_female,-0.14542787641826604
51.639,-2.657,indicator_sex_female,-0.09630456986155723
51.555,0.018,indicator_sex_female,-0.3360242211882305
52.081,-0.661,indicator_sex_female,-0.48834844026316226
51.884,0.843,indicator_sex_female,-0.5185593033571916
51.414,-0.303,indicator_sex_female,-0.3643483913814191
54.992,-1.719,indicator_sex_female,-0.16277720801089382
52.949,-1.147,indicator_sex_female,-0.22710920208799854
53.385,-1.527,indicator_sex_female,-0.4763915968341975
51.108,-0.264,indicator_sex_female,-0.24639611850897122
53.39,-2.356,indicator_sex_female,-0.5714060984777913
52.603,-2.157,indicator_sex_female,-0.561694293747868
51.243,-0.582,indicator_sex_female,0.10414743599646892
52.296,-0.684,indicator_sex_female,-0.5398222377721459
54.587,-1.333,indicator_sex_female,-0.1820791918846218
53.535,-2.129,indicator_sex_female,0.06998130829146994
53.485,-2.235,indicator_sex_female,-0.057347566855872875
53.713,-1.779,indicator_sex_female,-0.27992633784611654
54.841,-1.5,indicator_sex_female,-0.23463907343943313
52.786,0.224,indicator_sex_female,-0.4957566302304964
51.619,-0.284,indicator_sex_female,-0.27439811853712576
51.781,0.131,indicator_sex_female,-0.599062889812275
53.79,-1.663,indicator_sex_female,-0.3611095048702977
51.195,-0.631,indicator_sex_female,-0.4044631340963451
52.057,-2.726,indicator_sex_female,-0.5057623979127991
51.726,-1.203,indicator_sex_female,-0.23876108241987357
54.949,-1.462,indicator_sex_female,-0.1487586962793749
51.587,-0.106,indicator_sex_female,-0.5350208037717573
51.882,1.027,indicator_sex_female,-0.2858425613724361
50.954,-2.656,indicator_sex_female,-0.4749725726376352
53.956,-0.72,indicator_sex_female,-0.3128130265270377
51.526,-0.374,indicator_sex_female,0.028100350206591018
53.554,-2.514,indicator_sex_female,-0.5106881751769391
51.466,0.057,indicator_sex_female,-0.6781797185848619
52.645,-1.064,indicator_sex_female,-0.3809592935269252
51.66,-0.083,indicator_sex_female,-1.2835581680944554
51.428,-2.749,indicator_sex_female,-0.26183757058919405
51.954,0.951,indicator_sex_female,-0.2440836521590954
51.462,-0.136,indicator_sex_female,-0.11810190473080637
51.882,0.864,indicator_sex_female,-0.34397794599734555
51.571,0.638,indicator_sex_female,-0.6279295809429034
51.535,-0.235,indicator_sex_female,-0.5311491591618558
51.564,-0.088,indicator_sex_female,-0.7673719502189245
51.567,-0.318,indicator_sex_female,-0.14237219864457146
52.442,-1.863,indicator_sex_female,0.019193218167249206
52.66,-0.735,indicator_sex_female,-0.1312599296784068
51.468,-0.205,indicator_sex_female,-0.13960879977043322
51.438,0.185,indicator_sex_female,-0.4261684533783342
53.565,-0.039,indicator_sex_female,-0.5857490541476185
53.748,-0.451,indicator_sex_female,-0.30649584787926953
51.434,-0.958,indicator_sex_female,-0.31405446006413595
51.245,-0.18,indicator_sex_female,-0.10731390986725167
54.859,-1.851,indicator_sex_female,-0.5910366521506363
51.419,-0.232,indicator_sex_female,-0.3552140171762159
53.611,-0.211,indicator_sex_female,-0.45531411722695125
53.052,-3.107,indicator_sex_female,-0.3183177365437057
54.552,-3.069,indicator_sex_female,-0.32722663404879304
51.492,-2.027,indicator_sex_female,-0.23152876646307283
53.872,-1.902,indicator_sex_female,0.07436106858798144
53.532,-1.377,indicator_sex_female,-0.6500506051151315
50.994,-1.326,indicator_sex_female,-0.7647121919168133
53.715,-1.478,indicator_sex_female,-0.4344573097878393
51.65,-0.44,indicator_sex_female,-0.30000550326187486
51.479,-2.509,indicator_sex_female,-0.6243846102333714
51.36,-0.197,indicator_sex_female,-0.9784957435660062
51.07,-0.343,indicator_sex_female,-0.4448240270234244
51.573,-0.425,indicator_sex_female,-0.27682376792414437
51.397,-0.382,indicator_sex_female,-0.5928638535814442
52.538,-2.063,indicator_sex_female,0.15335310600261345
51.55,0.002,indicator_sex_female,-0.013636513049049623
52.109,-0.495,indicator_sex_female,-0.33757033724714103
51.508,-0.147,indicator_sex_female,-0.15404412849637986
53.8,-1.47,indicator_sex_female,-0.21080616658334056
51.65,-0.178,indicator_sex_female,-0.26442569393021026
52.538,-1.816,indicator_sex_female,-0.4165741916027694
51.467,-2.608,indicator_sex_female,0.5108300894676546
51.287,-2.467,indicator_sex_female,-0.3168168693102133
51.816,-0.066,indicator_sex_female,-0.6176711989092208
51.498,-0.078,indicator_sex_female,-0.38962276848841343
52.067,-0.73,indicator_sex_female,-0.5144260170994095
54.608,-1.308,indicator_sex_female,-0.36774729755661406
53.5,-2.31,indicator_sex_female,-0.13802902968383707
51.436,-2.856,indicator_sex_female,-0.5092803674770057
54.561,-1.164,indicator_sex_female,-0.4031569426988174
53.756,-0.123,indicator_sex_female,-0.5535978440988774
51.524,-0.106,indicator_sex_female,-0.04203080352659901
54.853,-1.746,indicator_sex_female,-0.2891302135960676
52.136,0.001,indicator_sex_female,-0.3815232657614872
52.599,-2.009,indicator_sex_female,-0.07643034978208765
54.942,-1.541,indicator_sex_female,-0.19631187610933723
53.464,-2.228,indicator_sex_female,-0.25062669351508315
54.869,-1.689,indicator_sex_female,-0.2928255292420504
51.781,-1.483,indicator_sex_female,-0.14458187737815906
51.741,-0.29,indicator_sex_female,-0.5005566401391172
51.597,-1.427,indicator_sex_female,-0.383169153759102
51.56,-0.3,indicator_sex_female,-0.07572672786117182
51.241,-2.305,indicator_sex_female,-0.5787976926107551
51.544,-0.428,indicator_sex_female,-0.37422768005531354
53.716,-1.415,indicator_sex_female,-0.5314951082809255
53.782,-2.402,indicator_sex_female,-0.14494910306436268
53.278,-2.121,indicator_sex_female,-0.4995849438621228
53.011,-0.964,indicator_sex_female,-0.2863507775518293
52.6,-2.074,indicator_sex_female,-0.44712583068427875
51.517,-0.153,indicator_sex_female,-0.3112651977173441
53.978,-1.104,indicator_sex_female,-0.5549774934764256
51.089,-0.204,indicator_sex_female,-0.6560869859889475
51.641,-0.173,indicator_sex_female,-0.5048349265000184
51.577,-0.363,indicator_sex_female,-0.23386073425489556
54.693,-1.233,indicator_sex_female,-0.6232309986114891
51.458,0.192,indicator_sex_female,-0.29322821895187023
53.577,-0.651,indicator_sex_female,-0.4163818823673058
51.364,-0.102,indicator_sex_female,-0.5211238180921156
51.397,-0.837,indicator_sex_female,-0.5602966881131073
52.121,0.619,indicator_sex_female,-0.38111604421551226
52.946,-2.824,indicator_sex_female,-0.4570844077024163
52.582,-2.008,indicator_sex_female,0.026122788454620325
51.125,0.241,indicator_sex_female,-1.2389160303115705
51.396,-0.114,indicator_sex_female,-0.09669621504826582
51.622,-1.728,indicator_sex_female,-0.3073581797441695
52.598,-2.185,indicator_sex_female,-0.4436723135696821
51.469,-2.627,indicator_sex_female,-0.18988883805798848
53.875,-2.224,indicator_sex_female,-0.39019443279496757
51.556,0.016,indicator_sex_female,-0.3389473678317962
51.664,-1.874,indicator_sex_female,-0.2667322694065986
50.923,-1.398,indicator_sex_female,-0.2538380742157516
51.272,0.497,indicator_sex_female,-0.5875233804168652
51.821,-0.21,indicator_sex_female,-0.39150153023113055
53.857,-1.917,indicator_sex_female,-0.3388645735899461
51.833,-0.529,indicator_sex_female,-0.25427509535822057
51.512,-0.323,indicator_sex_female,-0.11035898238557745
54.609,-1.047,indicator_sex_female,-0.6278011686123793
52.195,-2.311,indicator_sex_female,-0.2619839110983982
51.509,-2.562,indicator_sex_female,-0.06908505230338279
52.262,-0.924,indicator_sex_female,-0.2506783863201988
53.486,-2.165,indicator_sex_female,-0.5833999062367092
53.415,-1.441,indicator_sex_female,0.0035769086302381904
50.856,0.243,indicator_sex_female,-0.08174539367332004
51.547,0.017,indicator_sex_female,-0.053261244614745615
51.413,-0.158,indicator_sex_female,-0.2911864761754248
50.921,-1.454,indicator_sex_female,-0.15856058791622468
51.355,-0.144,indicator_sex_female,-0.5840574385345366
53.437,-2.237,indicator_sex_female,-0.08388733685509583
51.461,-0.307,indicator_sex_female,-0.3946148271535469
51.467,-2.487,indicator_sex_female,-0.6890312324001867
53.491,-0.409,indicator_sex_female,-0.1782108687655376
