LAT,LONG,feature,slope
53.624,-2.159,indicator_sex_female,-0.026263738373560178
51.376,-0.5,indicator_sex_female,0.6344799429456026
50.96,-2.517,indicator_sex_female,0.5810510321488688
51.284,-1.407,indicator_sex_female,0.33100694686453597
52.316,1.157,indicator_sex_female,0.22566029792935122
52.484,-0.694,indicator_sex_female,0.17525944652367687
51.284,-0.964,indicator_sex_female,0.46605877130829004
51.209,-2.646,indicator_sex_female,0.21583153031706917
51.144,-0.315,indicator_sex_female,0.29695115402521305
53.474,-2.296,indicator_sex_female,-0.030393122192771738
52.478,-1.918,indicator_sex_female,-0.267501188914687
53.809,-0.33,indicator_sex_female,0.009145383686474199
51.489,-2.761,indicator_sex_female,0.3657956180476644
51.611,-0.158,indicator_sex_female,0.11476041602830411
52.62,-1.079,indicator_sex_female,0.1467583562689611
51.549,-0.159,indicator_sex_female,0.25512825300727743
53.712,-1.62,indicator_sex_female,0.16885173745776788
54.272,-0.937,indicator_sex_female,0.3636302252273269
54.853,-1.588,indicator_sex_female,0.20850273921984583
53.457,-2.073,indicator_sex_female,0.5502840798044384
53.51,-2.45,indicator_sex_female,0.11144918364691961
52.995,-1.108,indicator_sex_female,0.5274499279539372
50.849,-0.126,indicator_sex_female,0.43154245588805784
51.581,0.062,indicator_sex_female,0.11217181581456229
51.438,0.046,indicator_sex_female,0.33040374893083574
51.458,-0.205,indicator_sex_female,0.6038709409472707
51.546,-0.039,indicator_sex_female,0.02887446575309125
51.266,-0.137,indicator_sex_female,0.8111363526973095
54.659,-2.77,indicator_sex_female,0.44441208924000525
51.42,-0.017,indicator_sex_female,0.036106045315699734
51.611,0.111,indicator_sex_female,0.42403162870322364
54.975,-1.399,indicator_sex_female,0.3193693991179563
50.847,-1.776,indicator_sex_female,0.31930103991699854
51.239,0.558,indicator_sex_female,0.4400417858627633
51.422,-0.152,indicator_sex_female,0.31990360172053317
53.325,-2.251,indicator_sex_female,0.7022553026683013
52.19,-2.234,indicator_sex_female,0.34738050066083825
52.08,0.573,indicator_sex_female,0.37912662172001477
52.452,-2.086,indicator_sex_female,0.40401883474354194
54.982,-1.736,indicator_sex_female,0.670494904720326
53.546,-2.084,indicator_sex_female,-0.04491211969222479
51.8,1.183,indicator_sex_female,0.22443892927575448
51.843,0.832,indicator_sex_female,0.18840885031479926
51.647,-0.266,indicator_sex_female,0.5233122092461046
52.224,0.144,indicator_sex_female,0.6217982204175524
51.006,-0.693,indicator_sex_female,0.256020319735213
53.572,-1.472,indicator_sex_female,0.3701855992860074
51.535,0.025,indicator_sex_female,0.017820898784566264
51.768,0.121,indicator_sex_female,0.44431948175406644
51.377,-2.395,indicator_sex_female,-0.052533345849409635
55.045,-1.46,indicator_sex_female,0.4732903535875968
51.439,-0.195,indicator_sex_female,0.6576491175028087
52.688,-2.758,indicator_sex_female,0.4379937295434992
53.926,-0.895,indicator_sex_female,0.3335138689054527
54.569,-1.139,indicator_sex_female,-0.10324114572617892
52.823,-0.16,indicator_sex_female,0.06841886973383211
52.604,-0.258,indicator_sex_female,0.5747871636474668
51.641,-0.381,indicator_sex_female,0.41461070620631696
51.335,-0.107,indicator_sex_female,0.4400087761593024
51.814,-3.022,indicator_sex_female,0.6340600264808708
52.407,-0.721,indicator_sex_female,0.4489965362176401
52.657,0.172,indicator_sex_female,0.41475882899797256
52.516,-2.005,indicator_sex_female,-0.05684880520731444
51.543,-2.421,indicator_sex_female,0.4966936024683981
51.56,-1.76,indicator_sex_female,0.36689657440798146
53.717,-1.89,indicator_sex_female,0.016787103158683814
51.591,-0.281,indicator_sex_female,0.08695976222426803
53.763,-0.282,indicator_sex_female,0.1485600043076593
51.434,-0.152,indicator_sex_female,0.647910494451229
51.317,-0.587,indicator_sex_female,0.9618646705467151
51.47,-2.588,indicator_sex_female,-0.19633788102758803
54.567,-2.818,indicator_sex_female,0.1247489693541452
53.384,-1.487,indicator_sex_female,-0.003520786647287758
53.594,-2.268,indicator_sex_female,0.10908010009434925
54.563,-1.25,indicator_sex_female,0.32596416468778633
53.531,-2.534,indicator_sex_female,0.6374904997636333
51.429,0.087,indicator_sex_female,0.6527092334536586
51.609,-0.431,indicator_sex_female,0.27921955870443815
51.645,-0.284,indicator_sex_female,0.2697376412695619
51.866,0.901,indicator_sex_female,0.4706806694621664
51.587,-0.222,indicator_sex_female,0.11036434492357783
53.92,-1.331,indicator_sex_female,0.5819901181806371
51.373,-0.23,indicator_sex_female,0.41448338280866986
51.592,-0.028,indicator_sex_female,-0.007959331328540398
53.788,-1.783,indicator_sex_female,-0.04530958686345173
51.543,0.074,indicator_sex_female,0.04483685481028874
51.487,-2.52,indicator_sex_female,0.31466870544833725
51.505,-0.136,indicator_sex_female,-0.08329117729641257
50.772,0.268,indicator_sex_female,0.4129426304613496
51.462,0.087,indicator_sex_female,0.8340979981781865
52.369,-2.052,indicator_sex_female,0.8576805515953115
51.477,-0.064,indicator_sex_female,0.19650901793579215
51.517,-1.094,indicator_sex_female,0.30372867626012306
51.169,0.261,indicator_sex_female,0.18247912337773062
54.931,-1.561,indicator_sex_female,-0.31292849076628754
53.488,-2.098,indicator_sex_female,-0.0030604259767801553
52.482,-1.923,indicator_sex_female,-0.020308736591324324
51.581,0.143,indicator_sex_female,0.16590358460468044
52.252,-0.861,indicator_sex_female,0.3983497938520449
51.391,-0.964,indicator_sex_female,1.1852090694188724
51.725,-2.309,indicator_sex_female,0.2891313589367563
53.844,-1.533,indicator_sex_female,0.37716693804590085
51.604,-0.305,indicator_sex_female,0.17178236662182772
51.451,-0.096,indicator_sex_female,0.3901572815629169
51.774,-0.135,indicator_sex_female,0.43185143799694564
51.298,-0.918,indicator_sex_female,0.6876744719663892
54.982,-1.591,indicator_sex_female,-0.2587842025330152
55.006,-1.674,indicator_sex_female,0.5485658105408436
51.604,-1.815,indicator_sex_female,0.4091934825023389
53.968,-1.017,indicator_sex_female,0.5312105186114771
52.285,0.049,indicator_sex_female,1.0808529860232994
52.628,-1.168,indicator_sex_female,0.3601221638469327
52.643,-1.931,indicator_sex_female,-0.04142185005092805
51.881,0.995,indicator_sex_female,0.4827747374404157
51.344,1.389,indicator_sex_female,0.021733358745863646
51.77,-0.315,indicator_sex_female,0.5099916060732288
51.783,0.112,indicator_sex_female,0.7238566085202205
53.661,-1.447,indicator_sex_female,0.5024842590954309
52.43,-2.004,indicator_sex_female,-0.009435717691022067
51.169,-0.142,indicator_sex_female,1.0251166383308352
54.99,-1.69,indicator_sex_female,-0.04110116651090465
52.751,0.401,indicator_sex_female,0.4155039006271735
52.484,-2.041,indicator_sex_female,0.20338293386302958
51.243,-2.448,indicator_sex_female,0.09203434803278142
51.52,-0.262,indicator_sex_female,0.24463332863252166
52.601,-0.117,indicator_sex_female,0.6052709897070363
51.866,0.163,indicator_sex_female,1.0393398371574878
53.655,-1.828,indicator_sex_female,0.49774776872855364
54.979,-1.503,indicator_sex_female,0.37059601199114955
51.555,0.624,indicator_sex_female,0.15815425091075422
51.207,0.243,indicator_sex_female,0.45379684261741793
51.785,-1.291,indicator_sex_female,0.44692243181400976
54.503,-1.351,indicator_sex_female,0.5156480339864358
51.522,-0.345,indicator_sex_female,0.3118915281525471
51.44,0.753,indicator_sex_female,0.03778863528809652
53.898,-1.637,indicator_sex_female,0.3455865167369174
51.664,-0.888,indicator_sex_female,0.5746564837770624
51.525,-0.061,indicator_sex_female,0.19944601919116717
52.418,-1.932,indicator_sex_female,0.6069899175600286
52.197,-0.55,indicator_sex_female,0.15613882856310132
52.233,0.132,indicator_sex_female,0.4531502396534025
51.494,-0.214,indicator_sex_female,0.20278195114745837
51.492,-2.761,indicator_sex_female,0.3982297321846264
53.61,-2.297,indicator_sex_female,0.4188088113909143
53.825,-1.608,indicator_sex_female,0.331755174257502
51.552,-0.043,indicator_sex_female,0.4445635964224162
53.658,-1.468,indicator_sex_female,0.6550346474645934
52.45,-1.786,indicator_sex_female,0.3686501770371263
52.448,-1.831,indicator_sex_female,0.011280308249979623
53.542,-2.178,indicator_sex_female,0.5149148317234424
53.706,-2.379,indicator_sex_female,0.34273757985732556
53.86,-2.155,indicator_sex_female,0.221129747597903
52.464,-2.093,indicator_sex_female,0.44355798177459993
54.914,-1.542,indicator_sex_female,0.5777882839181283
51.901,0.194,indicator_sex_female,0.5780153449792026
53.434,-2.05,indicator_sex_female,0.019246258851782928
51.178,-2.398,indicator_sex_female,0.3647767743222907
51.255,-0.586,indicator_sex_female,0.2872885020470327
53.118,-1.268,indicator_sex_female,0.4335147224817229
51.876,-1.783,indicator_sex_female,0.11369969660634857
51.919,-0.178,indicator_sex_female,0.5569528130742295
52.273,-0.873,indicator_sex_female,0.32899779953008185
51.311,-0.561,indicator_sex_female,0.987783045037626
51.587,0.031,indicator_sex_female,0.48283445251249923
51.445,-0.071,indicator_sex_female,0.2436907067639238
53.798,-1.455,indicator_sex_female,0.3694019992024603
51.754,-0.349,indicator_sex_female,0.7498844135108161
51.471,0.124,indicator_sex_female,0.5484030207764606
51.53,-0.038,indicator_sex_female,0.34366556444975227
51.598,-0.301,indicator_sex_female,0.17577220771558966
51.528,0.009,indicator_sex_female,0.037620274078280905
51.633,-0.157,indicator_sex_female,0.42544999992962157
51.194,0.261,indicator_sex_female,0.9513011432604666
51.01,-0.106,indicator_sex_female,0.6954880531912798
53.483,-2.21,indicator_sex_female,-0.05508841010227866
52.574,-2.089,indicator_sex_female,0.18327351592718305
52.182,0.138,indicator_sex_female,0.022341090752659276
51.224,-2.309,indicator_sex_female,0.16072973151530856
54.13,-1.509,indicator_sex_female,0.22618204150704554
51.515,-0.038,indicator_sex_female,0.005643976161515905
54.67,-2.752,indicator_sex_female,0.539523852836428
52.536,-2.08,indicator_sex_female,-0.11262409370970808
51.553,-0.282,indicator_sex_female,0.05954112980878727
54.71,-1.678,indicator_sex_female,0.5536605547113796
51.448,-0.184,indicator_sex_female,1.0200172514134802
53.564,-2.303,indicator_sex_female,0.6229213528295445
51.609,-3.007,indicator_sex_female,0.4375050473646279
54.691,-1.414,indicator_sex_female,0.14175832346347264
51.598,-0.228,indicator_sex_female,0.20144803298031688
51.547,-0.135,indicator_sex_female,0.3757878298497111
52.397,0.072,indicator_sex_female,0.7853715816766528
51.455,-1.025,indicator_sex_female,0.7103451480590833
52.105,-2.118,indicator_sex_female,0.39703357698509195
54.556,-1.232,indicator_sex_female,-0.10793353802011132
53.315,-1.981,indicator_sex_female,0.3816021237153407
51.68,-3.001,indicator_sex_female,0.23946356537180316
53.441,-1.484,indicator_sex_female,0.15259364709048048
52.14,0.098,indicator_sex_female,0.7949745778570959
51.511,-0.127,indicator_sex_female,0.12172535165938139
52.126,-2.265,indicator_sex_female,0.09047495583610402
51.583,-3.049,indicator_sex_female,0.713402906414158
51.755,0.079,indicator_sex_female,0.6692799894885112
53.378,-1.501,indicator_sex_female,-0.5257391463934091
51.865,0.152,indicator_sex_female,0.524516251159111
52.218,0.833,indicator_sex_female,0.6140112681231757
51.527,-0.188,indicator_sex_female,0.06841333173887125
53.945,-1.073,indicator_sex_female,0.08113246240831924
53.77,-1.551,indicator_sex_female,0.011170627172351144
51.117,0.271,indicator_sex_female,0.6933255895027256
50.827,-0.122,indicator_sex_female,0.1324329641793888
52.003,-2.15,indicator_sex_female,0.2903781452927903
54.531,-1.582,indicator_sex_female,0.2626991772805529
52.218,0.114,indicator_sex_female,0.08439504546786981
52.689,-0.459,indicator_sex_female,0.34021655302875364
50.903,-1.548,indicator_sex_female,0.5174881725155812
53.453,-2.151,indicator_sex_female,0.5265356737996868
51.985,-1.764,indicator_sex_female,0.02225388787512099
51.229,-0.316,indicator_sex_female,0.6376180744564566
52.502,-2.177,indicator_sex_female,0.18838019432124187
54.574,-1.362,indicator_sex_female,0.46087714716720773
52.526,-1.831,indicator_sex_female,0.3008419237147523
54.921,-1.524,indicator_sex_female,0.21694815112329807
52.98,-1.22,indicator_sex_female,0.13628773240097977
51.255,1.254,indicator_sex_female,0.35663527395969236
52.443,-1.884,indicator_sex_female,0.18406197649113204
51.945,-1.104,indicator_sex_female,0.6051787689484194
50.805,-0.052,indicator_sex_female,0.32115214973916756
53.615,-2.182,indicator_sex_female,-0.007459539267390468
53.553,-1.49,indicator_sex_female,0.15099267071553318
53.744,-1.577,indicator_sex_female,0.6010530896071609
51.413,-0.859,indicator_sex_female,0.8912413593056944
51.671,-0.311,indicator_sex_female,0.3881667990539072
51.536,-0.087,indicator_sex_female,0.4012256763972947
51.965,-0.248,indicator_sex_female,0.5808529408172309
54.586,-1.151,indicator_sex_female,-0.08109126690165666
53.761,-0.306,indicator_sex_female,0.2464198120599887
51.905,-2.383,indicator_sex_female,0.3334760777536921
51.573,-0.19,indicator_sex_female,0.4431077742462328
50.836,-0.334,indicator_sex_female,0.5950814398277029
51.467,-2.562,indicator_sex_female,0.30631397578269653
52.63,-1.94,indicator_sex_female,0.4581962656727579
51.781,0.1,indicator_sex_female,0.8046420337852429
53.759,-1.841,indicator_sex_female,0.5944304006958239
51.564,-0.049,indicator_sex_female,0.44720801722856646
51.665,-1.397,indicator_sex_female,0.5961299678214477
51.565,0.408,indicator_sex_female,0.47510118759336195
51.147,-1.935,indicator_sex_female,0.3521550201022688
53.271,-2.126,indicator_sex_female,0.30566967879906465
52.473,-2.159,indicator_sex_female,0.6080631914438389
51.542,-0.086,indicator_sex_female,0.6266239620266111
53.807,-0.327,indicator_sex_female,-0.04187837754237757
53.662,-0.615,indicator_sex_female,0.3865355840331425
50.867,-0.228,indicator_sex_female,0.5175973599720991
51.856,0.143,indicator_sex_female,0.44585934411282707
53.723,-1.898,indicator_sex_female,0.3512770723424328
52.444,-1.873,indicator_sex_female,0.0754594379662798
54.302,-2.724,indicator_sex_female,0.21668912584445782
51.054,-0.209,indicator_sex_female,0.9303614488182458
51.557,-0.129,indicator_sex_female,0.4963225608164291
52.483,-1.913,indicator_sex_female,-0.17124476821378942
53.872,-1.906,indicator_sex_female,-0.05377305992652355
51.586,-0.364,indicator_sex_female,0.2729863498941695
53.194,-0.571,indicator_sex_female,0.2735087811890258
51.766,-1.193,indicator_sex_female,0.16595226464103444
53.525,-2.462,indicator_sex_female,0.14403415027834138
51.524,-0.042,indicator_sex_female,0.038506455732252816
52.476,-1.988,indicator_sex_female,0.3531927237582303
51.661,-0.061,indicator_sex_female,0.34892049269458764
52.6,-0.242,indicator_sex_female,0.23327094584093971
51.448,0.171,indicator_sex_female,0.7258349905919175
52.695,-0.29,indicator_sex_female,0.5510890418423582
53.773,-1.717,indicator_sex_female,-0.2069821392798744
51.356,-0.285,indicator_sex_female,0.721173767238352
51.885,-0.415,indicator_sex_female,0.23259118247548308
51.8,-1.354,indicator_sex_female,0.39594352676132616
51.746,-2.232,indicator_sex_female,0.5529337639604537
52.003,-1.588,indicator_sex_female,0.19693946240419327
52.595,-1.833,indicator_sex_female,0.38891709876916947
50.917,-1.399,indicator_sex_female,0.07912295161675273
53.009,-1.12,indicator_sex_female,0.6276990140500663
53.347,-2.143,indicator_sex_female,0.5951512561975355
53.856,-1.718,indicator_sex_female,0.40051138289186006
51.564,-0.207,indicator_sex_female,0.11652111688305677
52.61,-2.035,indicator_sex_female,0.4351789147151169
52.911,-2.9,indicator_sex_female,0.3431776960169519
51.456,-0.198,indicator_sex_female,0.3059952984461723
51.56,-2.235,indicator_sex_female,0.3054424262844654
53.393,-2.241,indicator_sex_female,0.7679142305767981
53.535,-2.362,indicator_sex_female,0.43281528966619354
52.444,-2.0,indicator_sex_female,0.015332816218871892
51.43,-0.094,indicator_sex_female,0.20074485904136433
53.456,-1.486,indicator_sex_female,-0.2422252552734934
51.654,-3.05,indicator_sex_female,0.35949431560476225
53.461,-2.377,indicator_sex_female,0.6852473644651425
51.448,-0.116,indicator_sex_female,0.34633926021453737
52.653,0.543,indicator_sex_female,0.06968810041054786
50.843,-0.23,indicator_sex_female,0.6442456403772345
51.023,-0.061,indicator_sex_female,0.5598956940381922
51.354,-0.171,indicator_sex_female,0.4749488795771165
52.436,-1.841,indicator_sex_female,0.1454278764182658
51.639,-2.657,indicator_sex_female,0.09630456986155594
51.555,0.018,indicator_sex_female,0.3360242211882309
52.081,-0.661,indicator_sex_female,0.4883484402631598
51.884,0.843,indicator_sex_female,0.5185593033571929
51.414,-0.303,indicator_sex_female,0.3643483913814184
54.992,-1.719,indicator_sex_female,0.16277720801089623
52.949,-1.147,indicator_sex_female,0.2271092020880029
53.385,-1.527,indicator_sex_female,0.4763915968341972
51.108,-0.264,indicator_sex_female,0.24639611850897267
53.39,-2.356,indicator_sex_female,0.5714060984777932
52.603,-2.157,indicator_sex_female,0.5616942937478638
51.243,-0.582,indicator_sex_female,-0.10414743599646811
52.296,-0.684,indicator_sex_female,0.5398222377721456
54.587,-1.333,indicator_sex_female,0.18207919188461968
53.535,-2.129,indicator_sex_female,-0.06998130829147178
53.485,-2.235,indicator_sex_female,0.057347566855873194
53.713,-1.779,indicator_sex_female,0.27992633784611526
54.841,-1.5,indicator_sex_female,0.23463907343943413
52.786,0.224,indicator_sex_female,0.495756630230498
51.619,-0.284,indicator_sex_female,0.2743981185371252
51.781,0.131,indicator_sex_female,0.5990628898122774
53.79,-1.663,indicator_sex_female,0.3611095048702993
51.195,-0.631,indicator_sex_female,0.4044631340963446
52.057,-2.726,indicator_sex_female,0.5057623979128016
51.726,-1.203,indicator_sex_female,0.238761082419875
54.949,-1.462,indicator_sex_female,0.1487586962793744
51.587,-0.106,indicator_sex_female,0.5350208037717579
51.882,1.027,indicator_sex_female,0.2858425613724369
50.954,-2.656,indicator_sex_female,0.47497257263763537
53.956,-0.72,indicator_sex_female,0.31281302652703913
51.526,-0.374,indicator_sex_female,-0.02810035020659295
53.554,-2.514,indicator_sex_female,0.5106881751769415
51.466,0.057,indicator_sex_female,0.6781797185848641
52.645,-1.064,indicator_sex_female,0.38095929352692326
51.66,-0.083,indicator_sex_female,1.283558168094459
51.428,-2.749,indicator_sex_female,0.2618375705891934
51.954,0.951,indicator_sex_female,0.2440836521590959
51.462,-0.136,indicator_sex_female,0.1181019047308077
51.882,0.864,indicator_sex_female,0.34397794599734716
51.571,0.638,indicator_sex_female,0.6279295809429004
51.535,-0.235,indicator_sex_female,0.5311491591618531
51.564,-0.088,indicator_sex_female,0.7673719502189245
51.567,-0.318,indicator_sex_female,0.14237219864457024
52.442,-1.863,indicator_sex_female,-0.019193218167250132
52.66,-0.735,indicator_sex_female,0.13125992967840697
51.468,-0.205,indicator_sex_female,0.13960879977043178
51.438,0.185,indicator_sex_female,0.42616845337833525
53.565,-0.039,indicator_sex_female,0.5857490541476174
53.748,-0.451,indicator_sex_female,0.30649584787927064
51.434,-0.958,indicator_sex_female,0.31405446006413407
51.245,-0.18,indicator_sex_female,0.10731390986725167
54.859,-1.851,indicator_sex_female,0.5910366521506351
51.419,-0.232,indicator_sex_female,0.35521401717621526
53.611,-0.211,indicator_sex_female,0.455314117226951
53.052,-3.107,indicator_sex_female,0.3183177365437054
54.552,-3.069,indicator_sex_female,0.32722663404879304
51.492,-2.027,indicator_sex_female,0.2315287664630735
53.872,-1.902,indicator_sex_female,-0.0743610685879814
53.532,-1.377,indicator_sex_female,0.6500506051151298
50.994,-1.326,indicator_sex_female,0.7647121919168117
53.715,-1.478,indicator_sex_female,0.4344573097878409
51.65,-0.44,indicator_sex_female,0.3000055032618752
51.479,-2.509,indicator_sex_female,0.6243846102333704
51.36,-0.197,indicator_sex_female,0.9784957435660087
51.07,-0.343,indicator_sex_female,0.4448240270234252
51.573,-0.425,indicator_sex_female,0.27682376792414454
51.397,-0.382,indicator_sex_female,0.5928638535814456
52.538,-2.063,indicator_sex_female,-0.1533531060026151
51.55,0.002,indicator_sex_female,0.013636513049050282
52.109,-0.495,indicator_sex_female,0.337570337247141
51.508,-0.147,indicator_sex_female,0.15404412849637972
53.8,-1.47,indicator_sex_female,0.21080616658334056
51.65,-0.178,indicator_sex_female,0.26442569393021015
52.538,-1.816,indicator_sex_female,0.41657419160276854
51.467,-2.608,indicator_sex_female,-0.5108300894676554
51.287,-2.467,indicator_sex_female,0.3168168693102134
51.816,-0.066,indicator_sex_female,0.6176711989092218
51.498,-0.078,indicator_sex_female,0.3896227684884131
52.067,-0.73,indicator_sex_female,0.5144260170994107
54.608,-1.308,indicator_sex_female,0.36774729755661634
53.5,-2.31,indicator_sex_female,0.13802902968383787
51.436,-2.856,indicator_sex_female,0.5092803674770071
54.561,-1.164,indicator_sex_female,0.4031569426988181
53.756,-0.123,indicator_sex_female,0.5535978440988749
51.524,-0.106,indicator_sex_female,0.04203080352659901
54.853,-1.746,indicator_sex_female,0.2891302135960703
52.136,0.001,indicator_sex_female,0.3815232657614899
52.599,-2.009,indicator_sex_female,0.07643034978208581
54.942,-1.541,indicator_sex_female,0.19631187610933598
53.464,-2.228,indicator_sex_female,0.25062669351508154
54.869,-1.689,indicator_sex_female,0.29282552924205113
51.781,-1.483,indicator_sex_female,0.14458187737815825
51.741,-0.29,indicator_sex_female,0.5005566401391176
51.597,-1.427,indicator_sex_female,0.38316915375910227
51.56,-0.3,indicator_sex_female,0.07572672786116971
51.241,-2.305,indicator_sex_female,0.5787976926107573
51.544,-0.428,indicator_sex_female,0.3742276800553137
53.716,-1.415,indicator_sex_female,0.5314951082809244
53.782,-2.402,indicator_sex_female,0.14494910306435857
53.278,-2.121,indicator_sex_female,0.49958494386212215
53.011,-0.964,indicator_sex_female,0.28635077755182975
52.6,-2.074,indicator_sex_female,0.44712583068427797
51.517,-0.153,indicator_sex_female,0.3112651977173443
53.978,-1.104,indicator_sex_female,0.5549774934764272
51.089,-0.204,indicator_sex_female,0.6560869859889473
51.641,-0.173,indicator_sex_female,0.5048349265000194
51.577,-0.363,indicator_sex_female,0.23386073425489412
54.693,-1.233,indicator_sex_female,0.6232309986114889
51.458,0.192,indicator_sex_female,0.29322821895186996
53.577,-0.651,indicator_sex_female,0.4163818823673051
51.364,-0.102,indicator_sex_female,0.521123818092115
51.397,-0.837,indicator_sex_female,0.5602966881131081
52.121,0.619,indicator_sex_female,0.3811160442155157
52.946,-2.824,indicator_sex_female,0.4570844077024158
52.582,-2.008,indicator_sex_female,-0.0261227884546222
51.125,0.241,indicator_sex_female,1.2389160303115696
51.396,-0.114,indicator_sex_female,0.09669621504826517
51.622,-1.728,indicator_sex_female,0.30735817974416757
52.598,-2.185,indicator_sex_female,0.4436723135696802
51.469,-2.627,indicator_sex_female,0.18988883805798942
53.875,-2.224,indicator_sex_female,0.3901944327949667
51.556,0.016,indicator_sex_female,0.33894736783179347
51.664,-1.874,indicator_sex_female,0.26673226940660005
50.923,-1.398,indicator_sex_female,0.2538380742157503
51.272,0.497,indicator_sex_female,0.5875233804168657
51.821,-0.21,indicator_sex_female,0.39150153023113116
53.857,-1.917,indicator_sex_female,0.33886457358994376
51.833,-0.529,indicator_sex_female,0.2542750953582194
51.512,-0.323,indicator_sex_female,0.11035898238558116
54.609,-1.047,indicator_sex_female,0.6278011686123817
52.195,-2.311,indicator_sex_female,0.2619839110983983
51.509,-2.562,indicator_sex_female,0.06908505230338198
52.262,-0.924,indicator_sex_female,0.2506783863202003
53.486,-2.165,indicator_sex_female,0.5833999062367075
53.415,-1.441,indicator_sex_female,-0.0035769086302391687
50.856,0.243,indicator_sex_female,0.08174539367332036
51.547,0.017,indicator_sex_female,0.053261244614745636
51.413,-0.158,indicator_sex_female,0.2911864761754255
50.921,-1.454,indicator_sex_female,0.15856058791622904
51.355,-0.144,indicator_sex_female,0.5840574385345381
53.437,-2.237,indicator_sex_female,0.08388733685509409
51.461,-0.307,indicator_sex_female,0.3946148271535474
51.467,-2.487,indicator_sex_female,0.6890312324001868
53.491,-0.409,indicator_sex_female,0.1782108687655368
52.394,-2.006,indicator_sex_female,0.4196374458915258
51.104,-0.182,indicator_sex_female,0.6335172695224778
53.364,-0.594,indicator_sex_female,0.30182421855624736
53.864,-2.165,indicator_sex_female,0.3624644411452741
51.795,-2.143,indicator_sex_female,0.0840262247057564
51.457,-1.053,indicator_sex_female,0.6980657859289092
51.481,-0.205,indicator_sex_female,0.48083091490572577
52.257,-2.164,indicator_sex_female,0.2747730298986452
51.434,0.028,indicator_sex_female,0.759497402861087
51.451,0.014,indicator_sex_female,0.4961964147658365
51.559,-2.406,indicator_sex_female,0.6221807501916252
51.336,1.412,indicator_sex_female,0.5189032713112344
53.433,-2.18,indicator_sex_female,0.4146969804196692
51.408,-1.264,indicator_sex_female,0.5113457993110837
53.533,-2.279,indicator_sex_female,0.6803776938792023
51.226,-1.451,indicator_sex_female,0.5642915021268865
